,grade,module,week,question_stem,choice,answer
223,6,7,7,1. 呼吸系统分为上下呼吸道，其分界处为(3.0分),A.喉部 B.环状软骨下缘 C.声带 D.总气管分叉部 E.会厌软骨下缘,B.环状软骨下缘
224,6,7,7,2. 正常成人心胸比值一般不超过 (3.0分),A.0.6 B.0.5 C.0.55 D.0.45 E.0.4,B.0.5
225,6,7,7,3. 早期中心型肺癌的常见症状是(3.0分),A.高热、胸痛    B.声音嘶哑     C.咳嗽、血痰     D.上肢及颜面部肿胀 E.胸闷、呼吸困难    ,C.咳嗽、血痰    
226,6,7,7,4. 对毛细支气管炎的描述哪项是错误的(3.0分),A.两肺哮鸣音 B.呼气性喘鸣 C.多为稽留热 D.两肺中细湿啰音 E.明显喘憋,C.多为稽留热
227,6,7,7,5. 吸入性肺脓肿（原发性）最常见的病原菌是(3.0分),A.G+球菌、G-杆菌、厌氧菌及其混合病原菌 B.肺炎支原体 C.结核分枝杆菌 D.PRSP,A.G+球菌、G-杆菌、厌氧菌及其混合病原菌
228,6,7,7,6. 对年幼儿童哮喘诊断最可靠的是(3.0分),A.有家族史 B.哮喘呈反复发作 C.发作时肺部有哮鸣音 D.肺功能 E.平喘治疗有效,E.平喘治疗有效
229,6,7,7,7. 下列肺癌的描述中，哪项是正确的:(4.0分),A.小细胞癌多呈弥漫型 B.腺癌最多见 C.鳞状细胞癌多有吸烟史 D.周围型多为鳞癌 E.细支气管肺泡癌多为中央型,C.鳞状细胞癌多有吸烟史
230,6,7,7,8. 关于周围型肺癌毛刺征的描述，不正确的是：(3.0分),A.近端略粗远侧变细 B.细毛刺数目较多，围绕肿瘤发射状分布 C.粗毛刺一般较短，粗细不均 D.是癌组织向周围浸润所致,C.粗毛刺一般较短，粗细不均
231,6,7,7,9. 小儿急性上呼吸道感染的最主要病原体是 (3.0分),A.厌氧菌 B.肺炎链球菌 C.真菌 D.病毒 E.以上均不是,D.病毒
232,6,7,7,10. 男性，40岁。20年前患过肺结核外，平素健康，近3个月来有刺激性咳嗽，痰中偶有血丝，有时发热。X线示:右肺上叶前段有2cm×2.5cm的块状阴影，边缘不整呈分叶状，痰查脱落细胞3次均阴性，诊断首先考虑(3.0分),A.肺囊肿 B.肺癌 C.肺脓肿 D.肺结核 E.肺良性肿瘤,B.肺癌
233,6,7,7,11. 男，45岁，长期吸烟；近两个月来咳嗽加重及咯血丝痰，查体右上肺局限性哮鸣音，余未见异常。该患者哪种可能性大?(3.0分),A.右上肺癌 B.急性左心衰 C.支气管扩张症 D.支气管哮喘 E.慢性支气管炎,A.右上肺癌
234,6,7,7,12. 男性，60岁，慢性咳嗽、咳痰12年，气急3年，呈逐渐加重，胸片示肋间隙增宽、双肺透亮度增加，两下肺纹理乱，最可能的诊断是(       )(3.0分),A.慢性支气管炎 B.慢性阻塞性肺气肿 C.机化性肺炎 D.支气管扩张 E.支气管哮喘,B.慢性阻塞性肺气肿
235,6,7,7,13. 下列哪类患者可以行MR检查(3.0分),A.心脏病患者 B.带有心脏起搏器者 C.术后动脉夹存留者  D.换有人工金属瓣膜,A.心脏病患者
236,6,7,7,14. 关于支原体肺炎，哪项不正确 (3.0分),A.肺部可闻及湿啰音 B.起病缓慢 C.可有发热 D.多发生于8个月以下婴儿 E.病理特征可为间质性改变,D.多发生于8个月以下婴儿
237,6,7,7,15. 风湿性心脏病二尖瓣狭窄时，心影呈：(3.0分),A.横位心 B.梨形心  C.靴形心 D.悬滴状心 E.球形心,B.梨形心 
238,6,7,7,16. 有一长期低热，胸痛，乏力病人。近日来咳嗽加剧，痰中带有血丝，血沉加快。CT扫描示：右上肺类圆形阴影，内有点状钙化影。病灶周围散在索条状，斑点状影。可诊断为：(3.0分),A.炎性假瘤 B.肺癌 C.结核球 D.过敏性肺炎,C.结核球
239,6,7,7,17. 对社区获得性肺炎的诊断，下列哪一项是必须的。(3.0分),A.发热 B.新近出现的咳嗽、咳痰 C.胸部 X 线检查显示有肺炎表现 D.WBC>10×109/L或<4×109/L,A.发热
240,6,7,7,18. 肺癌组织学类型中多见于女性的是(3.0分),A.大细胞癌       B.腺癌         C.小细胞癌 D.鳞状细胞癌     E.燕麦细胞癌   ,B.腺癌        
241,6,7,7,19. 肺心病急性呼吸衰竭患者血气分析结果：pH7.18PaCO274.6mmHg，HCO3-17.6mmol/L，剩余碱-6，你考虑下列哪一项论断正确(       )(3.0分),A.呼吸性碱中毒 B.呼吸性酸中毒并代谢性酸中毒，失代偿期 C.代谢性碱中毒 D.代谢性酸中毒 E.以上都不是,B.呼吸性酸中毒并代谢性酸中毒，失代偿期
242,6,7,7,20. 急性感染性喉炎咳嗽的特点是(3.0分),A.犬吠样咳嗽 B.刺激性干咳 C.痉挛性咳嗽 D.阵发性咳嗽 E.有痰咳嗽,A.犬吠样咳嗽
243,6,7,7,21. 社区获得性肺炎（CAP）是指在医院外获得的           肺实质（含肺泡壁，即广义上的肺间质）炎症。(3.0分),A.过敏性 B.放射性 C.化学性 D.感染性,D.感染性
244,6,7,7,22. 目前公认的参与哮喘发病机制的主要类型淋巴细胞为： (3.0分),A.TH1 淋巴细胞 B.TH2 淋巴细胞 C.CD4+ 淋巴细胞 D.CD8+ 淋巴细胞,B.TH2 淋巴细胞
245,6,7,7,23. 男，55岁，吸烟史35年。活动后气急3年。下列哪项指标对诊断肺气肿最有意义(       )(3.0分),A.最大通气量＜预计值90％ B.动脉血氧分压下降 C.心电图呈低电压 D.残气量／肺总量比＞40％ E.FEV1／FVC％＜70％,D.残气量／肺总量比＞40％
246,6,7,7,24. 支气管扩张的临床表现除(3.0分),A.反复左下叶感染 B.大量脓痰 C.反复咯血 D.慢性咳嗽 E.夜间阵发性呼吸困难,E.夜间阵发性呼吸困难
247,6,7,7,25. 慢性阻塞性肺气肿的主要症状为(       )(3.0分),A.口唇发绀 B.右心衰竭 C.突发性喘息 D.心悸 E.逐渐加重的呼吸困难,E.逐渐加重的呼吸困难
248,6,7,7,26. 参与哮喘的气道效应细胞有哪些： (3.0分),A.嗜酸性粒细胞、肥大细胞、T淋巴细胞、中性粒细胞、平滑肌细胞、气道上皮细胞等 B.嗜酸性粒细胞、肥大细胞、红细胞、中性粒细胞、气道上皮细胞等 C.嗜酸性粒细胞、肥大细胞、T淋巴细胞、中性粒细胞、间皮细胞、气道上皮细胞等 D.嗜酸性粒细胞、肥大细胞、T淋巴细胞、中性粒细胞、肺泡上皮细胞等,A.嗜酸性粒细胞、肥大细胞、T淋巴细胞、中性粒细胞、平滑肌细胞、气道上皮细胞等
249,6,7,7,27. 肺脓疡病程超过       月，经积极內科治疗不能减小脓腔，反复感染可考虑手术治疗。(3.0分),A.3个月 B.2个月 C.1个月 D.4个月,A.3个月
250,6,7,7,28. 慢性阻塞性肺气肿的体征，下列哪项是不正确的(       )(3.0分),A.呼气相延长 B.桶状胸 C.呼吸音减低 D.心音遥远 E.管状呼吸音,E.管状呼吸音
251,6,7,7,29. 下列哪项不是沙眼衣原体肺炎的临床特点 (3.0分),A.大多有发热 B.多见于1～3个月以内的婴儿 C.起病缓慢 D.病理改变特征为间质性肺炎 E.阵发性咳嗽,A.大多有发热
252,6,7,7,30. 支气管扩张的发病机制不包括(3.0分),A.支气管周围纤维组织牵拉 B.支气管肺感染 C.吸烟 D.支气管狭窄 E.纤毛发育不全,C.吸烟
253,6,7,7,31. 关于干性支气管扩张下列哪项正确(3.0分),A.病变多位于上叶，咳嗽咳痰多，咯血少见，常见于细支气管炎后 B.病变多位于上叶，咳嗽咳痰少，咯血少见，常见于流感后 C.病变多位于上叶，咳嗽咳痰少，咯血常见，常见与结核感染后 D.病变多位于下叶，咳嗽咳痰少，咯血常见，常见于结核感染后 E.病变多位于下叶，咳嗽咳痰多，咯血少见，常见于结核感染后,C.病变多位于上叶，咳嗽咳痰少，咯血常见，常见与结核感染后
254,6,7,7,32. 小儿肺炎引起全身各系统病理生理变化的关键是(3.0分),A.电解质紊乱 B.缺氧与二氧化碳潴留 C.病原体直接损害 D.高热 E.酸中毒,B.缺氧与二氧化碳潴留
255,6,7,7,33. 患者，男性，67岁，反复咳嗽咳脓痰60年，加重1周伴发热入院。胸部CT显示两下肺纹理粗乱，左下肺见多个囊状阴影，部分可见气液平，右中叶支气管管壁增厚，血常规提示：白细胞15 X 109/L，N85%，动脉血气分析提示氧分压56mmHg，二氧化碳分压35mmHg。该患者的诊断是： (3.0分),A.慢性支气管炎急性发作，I型呼吸衰竭 B.肺结核，II型呼吸衰竭 C.支气管扩张，I型呼吸衰竭 D.支气管哮喘，I型呼吸衰竭 E.肺脓肿，II型呼吸衰竭,C.支气管扩张，I型呼吸衰竭
521,7,7,7,1. 小儿急性上呼吸道感染的最主要病原体是 (2.5分),A.肺炎链球菌 B.厌氧菌 C.真菌 D.病毒 E.以上均不是,D.病毒
522,7,7,7,2. 小儿肺炎引起全身各系统病理生理变化的关键是 (2.5分),A.病原体直接损害 B.缺氧与二氧化碳潴留 C.电解质紊乱 D.高热 E.酸中毒,B.缺氧与二氧化碳潴留
523,7,7,7,3. 急性感染性喉炎咳嗽的特点是 (2.5分),A.刺激性干咳 B.犬吠样咳嗽 C.痉挛性咳嗽 D.阵发性咳嗽 E.有痰咳嗽,B.犬吠样咳嗽
524,7,7,7,4. 对毛细支气管炎的描述哪项是错误的(2.5分),A.两肺哮鸣音 B.多为稽留热 C.呼气性喘鸣 D.两肺中细湿啰音 E.明显喘憋,B.多为稽留热
525,7,7,7,5. 关于支原体肺炎，哪项不正确 (2.5分),A.可有发热 B.起病缓慢 C.肺部可闻及湿啰音 D.多发生于8个月以下婴儿 E.病理特征可为间质性改变,D.多发生于8个月以下婴儿
526,7,7,7,6. 对年幼儿童哮喘诊断最可靠的是(3.5分),A.哮喘呈反复发作 B.有家族史 C.发作时肺部有哮鸣音 D.肺功能 E.平喘治疗有效,E.平喘治疗有效
527,7,7,7,7. 下列肺癌的描述中，哪项是正确的:(2.5分),A.腺癌最多见 B.小细胞癌多呈弥漫型 C.鳞状细胞癌多有吸烟史 D.周围型多为鳞癌 E.细支气管肺泡癌多为中央型,C.鳞状细胞癌多有吸烟史
528,7,7,7,8. 早期中心型肺癌的常见症状是(2.5分),A.高热、胸痛    B.声音嘶哑     C.上肢及颜面部肿胀 D.咳嗽、血痰     E.胸闷、呼吸困难    ,D.咳嗽、血痰    
529,7,7,7,9. 肺癌组织学类型中多见于女性的是(2.5分),A.鳞状细胞癌     B.腺癌         C.小细胞癌 D.大细胞癌       E.燕麦细胞癌   ,B.腺癌        
530,7,7,7,10. 男性，40岁。20年前患过肺结核外，平素健康，近3个月来有刺激性咳嗽，痰中偶有血丝，有时发热。X线示:右肺上叶前段有2cm×2.5cm的块状阴影，边缘不整呈分叶状，痰查脱落细胞3次均阴性，诊断首先考虑(2.5分),A.肺结核 B.肺脓肿 C.肺囊肿 D.肺癌 E.肺良性肿瘤,D.肺癌
531,7,7,7,11. 男，45岁，长期吸烟；近两个月来咳嗽加重及咯血丝痰，查体右上肺局限性哮鸣音，余未见异常。该患者哪种可能性大?(2.5分),A.支气管哮喘 B.支气管扩张症 C.右上肺癌 D.急性左心衰 E.慢性支气管炎,C.右上肺癌
532,7,7,7,12. 正常成人心胸比值一般不超过(3.5分),A.0.45 B.0.5 C.0.55 D.0.6 E.0.4,B.0.5
533,7,7,7,13. 下列哪类患者可以行MR检查(2.5分),A.带有心脏起搏器者   B.心脏病患者   C.术后动脉夹存留者   D.换有人工金属瓣膜,B.心脏病患者  
534,7,7,7,14. 关于周围型肺癌毛刺征的描述，不正确的是：(2.5分),A.近端略粗远侧变细  B.粗毛刺一般较短，粗细不均    C.细毛刺数目较多，围绕肿瘤发射状分布  D.是癌组织向周围浸润所致,B.粗毛刺一般较短，粗细不均   
535,7,7,7,15. 风湿性心脏病二尖瓣狭窄时，心影呈：(2.5分),A.梨形心  B.横位心   C.靴形心   D.悬滴状心   E.球形心,A.梨形心 
536,7,7,7,16. 有一长期低热，胸痛，乏力病人。近日来咳嗽加剧，痰中带有血丝，血沉加快。CT扫描示：右上肺类圆形阴影，内有点状钙化影。病灶周围散在索条状，斑点状影。可诊断为：(2.5分),A.结核球 B.肺癌 C.炎性假瘤　 D.过敏性肺炎,A.结核球
537,7,7,7,17. 社区获得性肺炎（CAP）是指在医院外获得的           肺实质（含肺泡壁，即广义上的肺间质）炎症。(2.5分),A.过敏性 B.化学性 C.放射性 D.感染性,D.感染性
538,7,7,7,18. 对社区获得性肺炎的诊断，下列哪一项是必须的。(2.5分),A.新近出现的咳嗽、咳痰 B.发热 C.胸部 X 线检查显示有肺炎表现 D.WBC>10×109/L或<4×109/L,C.胸部 X 线检查显示有肺炎表现
539,7,7,7,19. 吸入性肺脓肿（原发性）最常见的病原菌是(2.5分),A.结核分枝杆菌 B.肺炎支原体 C.G+球菌、G-杆菌、厌氧菌及其混合病原菌 D.PRSP,C.G+球菌、G-杆菌、厌氧菌及其混合病原菌
540,7,7,7,20. 肺脓疡病程超过       月，经积极內科治疗不能减小脓腔，反复感染可考虑手术治疗。(2.5分),A.1个月 B.2个月 C.3个月 D.4个月,C.3个月
541,7,7,7,21. 肺心病急性呼吸衰竭患者血气分析结果：pH7.18PaCO274.6mmHg，HCO3-17.6mmol/L，剩余碱-6，你考虑下列哪一项论断正确(2.5分),A.代谢性酸中毒 B.呼吸性酸中毒并代谢性酸中毒，失代偿期 C.代谢性碱中毒 D.呼吸性碱中毒 E.以上都不是,B.呼吸性酸中毒并代谢性酸中毒，失代偿期
542,7,7,7,22. 男性，60岁，慢性咳嗽、咳痰12年，气急3年，呈逐渐加重，胸片示肋间隙增宽、双肺透亮度增加，两下肺纹理乱，最可能的诊断是(2.5分),A.支气管扩张 B.慢性支气管炎 C.慢性阻塞性肺气肿 D.机化性肺炎 E.支气管哮喘,C.慢性阻塞性肺气肿
543,7,7,7,23. 男，55岁，吸烟史35年。活动后气急3年。下列哪项指标对诊断肺气肿最有意义(2.5分),A.心电图呈低电压 B.动脉血氧分压下降 C.最大通气量＜预计值90％ D.残气量／肺总量比＞40％ E.FEV1／FVC％＜70％,D.残气量／肺总量比＞40％
544,7,7,7,24. 慢性阻塞性肺气肿的体征，下列哪项是不正确的(2.5分),A.呼气相延长 B.心音遥远 C.呼吸音减低 D.桶状胸 E.管状呼吸音,E.管状呼吸音
545,7,7,7,25. 慢性阻塞性肺气肿的主要症状为(2.5分),A.心悸   B.口唇发绀  C.右心衰竭  D.突发性喘息 E.逐渐加重的呼吸困难,E.逐渐加重的呼吸困难
546,7,7,7,26. 参与哮喘的气道效应细胞有哪些： (2.5分),A.嗜酸性粒细胞、肥大细胞、T淋巴细胞、中性粒细胞、平滑肌细胞、气道上皮细胞等 B.嗜酸性粒细胞、肥大细胞、T淋巴细胞、中性粒细胞、间皮细胞、气道上皮细胞等 C.嗜酸性粒细胞、肥大细胞、红细胞、中性粒细胞、气道上皮细胞等 D.嗜酸性粒细胞、肥大细胞、T淋巴细胞、中性粒细胞、肺泡上皮细胞等,A.嗜酸性粒细胞、肥大细胞、T淋巴细胞、中性粒细胞、平滑肌细胞、气道上皮细胞等
547,7,7,7,27. 目前公认的参与哮喘发病机制的主要类型淋巴细胞为(2.5分),A.TH2 淋巴细胞 B.TH1 淋巴细胞 C.CD4+ 淋巴细胞 D.CD8+ 淋巴细胞,A.TH2 淋巴细胞
548,7,7,7,28. 呼吸系统分为上下呼吸道，其分界处为 (2.5分),A.喉部 B.声带 C.环状软骨下缘 D.总气管分叉部 E.会厌软骨下缘,C.环状软骨下缘
549,7,7,7,29. 下列哪项不是沙眼衣原体肺炎的临床特点  (2.5分),A.病理改变特征为间质性肺炎 B.多见于1～3个月以内的婴儿 C.起病缓慢 D.大多有发热 E.阵发性咳嗽,D.大多有发热
550,7,7,7,30. 支气管扩张的发病机制不包括(2.5分),A.支气管肺感染 B.支气管狭窄 C.支气管周围纤维组织牵拉 D.吸烟 E.纤毛发育不全,D.吸烟
551,7,7,7,31. 支气管扩张的临床表现除(2.5分),A.慢性咳嗽 B.大量脓痰 C.反复咯血 D.反复左下叶感染 E.夜间阵发性呼吸困难,E.夜间阵发性呼吸困难
552,7,7,7,32. 关于干性支气管扩张下列哪项正确(2.5分),A.病变多位于下叶，咳嗽咳痰少，咯血常见，常见于结核感染后 B.病变多位于上叶，咳嗽咳痰少，咯血少见，常见于流感后 C.病变多位于上叶，咳嗽咳痰少，咯血常见，常见与结核感染后 D.病变多位于上叶，咳嗽咳痰多，咯血少见，常见于细支气管炎后 E.病变多位于下叶，咳嗽咳痰多，咯血少见，常见于结核感染后,C.病变多位于上叶，咳嗽咳痰少，咯血常见，常见与结核感染后
553,7,7,7,33. 患者，男性，67岁，反复咳嗽咳脓痰60年，加重1周伴发热入院。胸部CT显示两下肺纹理粗乱，左下肺见多个囊状阴影，部分可见气液平，右中叶支气管管壁增厚，血常规提示：白细胞15 X 109/L，N85%，动脉血气分析提示氧分压56mmHg，二氧化碳分压35mmHg。该患者的诊断是： (2.5分),A.慢性支气管炎急性发作，I型呼吸衰竭 B.肺结核，II型呼吸衰竭 C.支气管哮喘，I型呼吸衰竭 D.支气管扩张，I型呼吸衰竭 E.肺脓肿，II型呼吸衰竭,D.支气管扩张，I型呼吸衰竭
554,7,7,7,34. 男，45岁，长期吸烟；近两个月来咳嗽加重及咯血丝痰，查体右上肺局限性哮鸣音，余未见异常。该患者哪种可能性大? (2.5分),A.支气管哮喘 B.支气管扩张症 C.右上肺癌 D.急性左心衰 E.慢性支气管炎,C.右上肺癌
555,7,7,7,35. 慢性支气管炎患者，今晨突感左上胸短暂刺痛，逐渐感呼吸困难，不能平卧，心率120次/分，律不齐，左肺呼吸音明显减弱，你考虑出现了哪种情况(3.0分),A.心绞痛  B.肺不张   C.胸膜炎     D.自发性气胸   E.急性左心衰竭,D.自发性气胸  
556,7,7,7,36. Kartagener综合征是指(2.5分),A.支气管扩张、鼻炎及内脏转位； B.支气管扩张、鼻窦炎及内脏转位； C.支气管扩张、鼻窦炎及肾小球肾炎； D.支气管扩张、鼻炎及肾小球肾炎。,B.支气管扩张、鼻窦炎及内脏转位；
557,7,7,7,37. 用痰量来区分支气管扩张患者的咳痰情况，重度咳痰是指：(2.5分),A.痰量﹥100ml/d； B.痰量﹥150ml/d； C.痰量﹥200ml/d； D.痰量﹥250ml/d。,B.痰量﹥150ml/d；
558,7,7,7,38. 柱状支气管扩张的典型X线表现是：(2.5分),A.轨道征； B.卷发样阴影； C.蜂窝状透亮阴影； D.肺纹理粗乱。 ,A.轨道征；
559,7,7,7,39. 男性，37岁。右上叶肺癌切除术后24小时，肺癌的非转移性全身症状即逐渐消失。此类症状不包括 (2.5分),A.骨关节痛 B.重症肌无力 C.男性乳腺增大 D.Cushing综合征 E.  颈交感神经综合征,E.  颈交感神经综合征
836,8,7,7,1. 肺心病急性呼吸衰竭患者血气分析结果：pH7.18PaCO274.6mmHg，HCO3-17.6mmol/L，剩余碱-6，你考虑下列哪一项论断正确(3.0分),A.代谢性酸中毒 B.呼吸性酸中毒并代谢性酸中毒，失代偿期 C.代谢性碱中毒 D.呼吸性碱中毒 E.以上都不是,B.呼吸性酸中毒并代谢性酸中毒，失代偿期
837,8,7,7,2. 慢性支气管炎患者，今晨突感左上胸短暂刺痛，逐渐感呼吸困难，不能平卧，心率120次/分，律不齐，左肺呼吸音明显减弱，你考虑出现了哪种情况(3.0分),A.心绞痛  B.肺不张   C.胸膜炎  D.自发性气胸   E.急性左心衰竭,D.自发性气胸  
838,8,7,7,3. 男性，60岁，慢性咳嗽、咳痰12年，气急3年，呈逐渐加重，胸片示肋间隙增宽、双肺透亮度增加，两下肺纹理乱，最可能的诊断是(3.0分),A.支气管扩张 B.慢性支气管炎 C.慢性阻塞性肺气肿 D.机化性肺炎 E.支气管哮喘,C.慢性阻塞性肺气肿
839,8,7,7,4. 男，55岁，吸烟史35年。活动后气急3年。下列哪项指标对诊断肺气肿最有意义(3.0分),A.心电图呈低电压 B.动脉血氧分压下降 C.最大通气量＜预计值90％ D.残气量／肺总量比＞40％ E.FEV1／FVC％＜70％,D.残气量／肺总量比＞40％
840,8,7,7,5. 男，55岁，反复咳嗽气促20年，有吸烟史25年。1小时前提重物时突发胸闷、呼吸困难，病情逐渐加重。查体：呼吸促，口唇发绀，气管右偏，胸廓呈桶状，左上胸叩诊呈鼓音，左肺呼吸音消失，胸部皮下有捻发感。该患者诊断最可能为(3.0分),A.慢性阻塞性肺疾病 B.慢性阻塞性肺疾病并气胸 C.慢性阻塞性肺疾病并心肌梗死 D.慢性阻塞性肺疾病，左心衰竭 E.支气管哮喘持续状态,B.慢性阻塞性肺疾病并气胸
841,8,7,7,6. 小儿肺炎引起全身各系统病理生理变化的关键是(3.0分),A.病原体直接损害 B.缺氧与二氧化碳潴留 C.电解质紊乱 D.高热 E.酸中毒,B.缺氧与二氧化碳潴留
842,8,7,7,7. 呼吸系统分为上下呼吸道，其分界处为 (3.0分),A.喉部 B.声带 C.环状软骨下缘 D.总气管分叉部 E.会厌软骨下缘,C.环状软骨下缘
843,8,7,7,8. 6岁小儿，发热10天，伴右侧胸痛，刺激性咳嗽。查体：精神尚可，体温38.5℃，呼吸35次/min。右下肺叩诊浊音，听诊呼吸音明显减弱。胸片示右肺中部云雾状浸润影，右肺下部均匀致密阴影，肋膈角消失。血白细胞8×109/L，中性粒细胞52%，淋巴细胞48%，血沉45mm。结核菌素试验1:2000，硬结10mm×10mm，血冷凝集试验1:128。最可能的诊断是 (3.0分),A.金黄色葡萄球菌肺炎并发脓胸 B.大叶性肺炎并发脓胸 C.结核性胸膜炎 D.腺病毒性肺炎并发渗出性胸膜炎 E.支原体肺炎并发渗出性胸膜炎,E.支原体肺炎并发渗出性胸膜炎
844,8,7,7,9. 对年幼儿童哮喘诊断最可靠的是 (3.0分),A.哮喘呈反复发作 B.有家族史 C.发作时肺部有哮鸣音 D.肺功能 E.平喘治疗有效,E.平喘治疗有效
845,8,7,7,10. 下列肺癌的描述中，哪项是正确的？(3.0分),A.腺癌的发生率近年有下降趋势 B.小细胞癌多呈弥漫型 C.鳞状细胞癌多有吸烟史 D.周围型多为鳞癌 E.细支气管肺泡癌多为中央型,C.鳞状细胞癌多有吸烟史
846,8,7,7,11. 下列哪项对肺鳞癌不正确？(3.0分),A.肺癌中最常见 B.常为中心型 C.生长迅速，病程短 D.对放疗、化疗敏感性不佳 E.血行转移发生晚,C.生长迅速，病程短
847,8,7,7,12. 患者女，56岁，无吸烟40年，体检拍胸片发现右上肺于第3前肋间近外侧胸壁处有直径2.5 cm结节影，边缘不清。3次痰液检查均未发现癌细胞和抗酸杆菌。为明确诊断，最好行下列哪种检查?(4.0分),A.重复痰液细胞学检查     B.胸部CT     C.MRI D.纤维支气管镜下穿刺活检  E.经胸壁穿刺活检  ,E.经胸壁穿刺活检  
848,8,7,7,13. 男性，49岁。刺激性咳嗽5个月，视物不清10天。胸片示左肺上叶尖段边缘直径8cm不规则块状阴影。此病变造成的颈交感神经综合征不包括(3.0分),A.面部无汗 B.瞳孔缩小 C.眼球内陷 D.声音嘶哑 E.上眼睑下垂,D.声音嘶哑
849,8,7,7,14. 男性，37岁。右上叶肺癌切除术后24小时，肺癌的非转移性全身症状即逐渐消失。此类症状不包括(3.0分),A.骨关节痛 B.重症肌无力 C.男性乳腺增大 D.Cushing综合征 E.颈交感神经综合征,E.颈交感神经综合征
850,8,7,7,15. 有一长期低热，胸痛，乏力病人。近日来咳嗽加剧，痰中带有血丝，血沉加快。CT扫描示：右上肺类圆形阴影，内有点状钙化影。病灶周围散在索条状，斑点状影。可诊断为(3.0分),A.结核球 B.肺癌 C.炎性假瘤 D.过敏性肺炎,A.结核球
851,8,7,7,16. 关于周围型肺癌毛刺征的描述，不正确的是： (3.0分),A.近端略粗远侧变细  B.粗毛刺一般较短，粗细不均  C.细毛刺数目较多，围绕肿瘤发射状分布 D.是癌组织向周围浸润所致,B.粗毛刺一般较短，粗细不均 
852,8,7,7,17. 检查软组织肿瘤最佳方法是(3.0分),A.超声成像    B.X线片  C.CT    D.ECT    E.MRI ,E.MRI 
853,8,7,7,18. 患者，女，30岁，胸部不适1年余，CT示前纵隔类圆形肿物，密度不均匀，内有脂肪分层，可能的诊断是(3.0分),A.畸胎瘤  B.胸腺瘤  C.脂肪瘤  D.淋巴瘤 E.胸内甲状腺肿 ,A.畸胎瘤 
854,8,7,7,19. 对社区获得性肺炎的诊断，下列哪一项是必须的。(3.0分),A.新近出现的咳嗽、咳痰 B.发热 C.胸部 X 线检查显示有肺炎表现 D.WBC>10×109/L或<4×109/L,C.胸部 X 线检查显示有肺炎表现
855,8,7,7,"20. 社区获得性肺炎（CAP）是指在医院外获得的,肺实质（含肺泡壁，即广义上的肺间质）炎症。(3.0分)",A.过敏性 B.化学性 C.放射性 D.感染性,D.感染性
856,8,7,7,21. 在我国，最常见的支气管扩张的原因是：(3.0分),A.感染后性支扩、结核后性支扩； B.感染后性支扩、先天发育缺损所致支扩； C.结核后性支扩、遗传性疾病所致支扩； D.免疫缺陷疾病所致支扩、系统性疾病所致支扩,A.感染后性支扩、结核后性支扩；
